# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 27K of event 'cpu-clock'
# Event count (approx.): 6852250000
#
# Overhead  Command          Shared Object      Symbol                                 
# ........  ...............  .................  .......................................
#
    29.30%  huffman_test_pe  huffman_test_perf  [.] decode
    13.97%  huffman_test_pe  huffman_test_perf  [.] encode
     9.47%  huffman_test_pe  [kernel.kallsyms]  [k] __kunmap_atomic
     9.16%  huffman_test_pe  [kernel.kallsyms]  [k] kmap_atomic
     6.50%  huffman_test_pe  [kernel.kallsyms]  [k] do_page_fault
     3.38%  huffman_test_pe  [kernel.kallsyms]  [k] handle_mm_fault
     3.35%  huffman_test_pe  [kernel.kallsyms]  [k] cpu_v7_set_pte_ext
     3.06%  huffman_test_pe  [kernel.kallsyms]  [k] flush_tlb_page
     1.92%  huffman_test_pe  [kernel.kallsyms]  [k] wp_page_copy
     1.74%  huffman_test_pe  [kernel.kallsyms]  [k] copy_page
     1.52%  huffman_test_pe  [kernel.kallsyms]  [k] get_page_from_freelist
     1.12%  huffman_test_pe  [kernel.kallsyms]  [k] mem_cgroup_commit_charge
     1.03%  huffman_test_pe  [kernel.kallsyms]  [k] do_wp_page
     1.00%  huffman_test_pe  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.93%  huffman_test_pe  [kernel.kallsyms]  [k] _raw_spin_unlock_irqrestore
     0.79%  huffman_test_pe  [kernel.kallsyms]  [k] erratum_a15_798181_broadcast
     0.79%  huffman_test_pe  [kernel.kallsyms]  [k] v6_copy_user_highpage_nonaliasing
     0.77%  huffman_test_pe  [kernel.kallsyms]  [k] try_charge
     0.74%  huffman_test_pe  [kernel.kallsyms]  [k] __lock_text_start
     0.65%  huffman_test_pe  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.63%  huffman_test_pe  [kernel.kallsyms]  [k] mem_cgroup_try_charge
     0.61%  huffman_test_pe  [kernel.kallsyms]  [k] mmioset
     0.51%  huffman_test_pe  [kernel.kallsyms]  [k] _cond_resched
     0.50%  huffman_test_pe  [kernel.kallsyms]  [k] free_unref_page_list
     0.38%  huffman_test_pe  [kernel.kallsyms]  [k] ptep_clear_flush
     0.35%  huffman_test_pe  [kernel.kallsyms]  [k] _vm_normal_page
     0.31%  huffman_test_pe  [kernel.kallsyms]  [k] vmacache_find
     0.30%  huffman_test_pe  [kernel.kallsyms]  [k] __mod_node_page_state
     0.29%  huffman_test_pe  [kernel.kallsyms]  [k] bad_range
     0.28%  huffman_test_pe  [kernel.kallsyms]  [k] v6_clear_user_highpage_nonaliasing
     0.27%  huffman_test_pe  [kernel.kallsyms]  [k] page_remove_rmap
     0.24%  huffman_test_pe  [kernel.kallsyms]  [k] __sync_icache_dcache
     0.24%  huffman_test_pe  [kernel.kallsyms]  [k] add_mm_counter_fast
     0.22%  huffman_test_pe  [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.22%  huffman_test_pe  [kernel.kallsyms]  [k] lru_cache_add_active_or_unevictable
     0.20%  huffman_test_pe  [kernel.kallsyms]  [k] run_timer_softirq
     0.18%  huffman_test_pe  [kernel.kallsyms]  [k] _set_bit
     0.18%  huffman_test_pe  [kernel.kallsyms]  [k] up_read
     0.17%  huffman_test_pe  [kernel.kallsyms]  [k] __lru_cache_add
